주파수 (Hz)	레벨 (dB)
43.066406	-27.305353
86.132813	-26.680557
129.199219	-28.110878
172.265625	-24.073431
215.332031	-14.715091
258.398438	-11.875748
301.464844	-14.721168
344.531250	-20.514189
387.597656	-24.328161
430.664063	-19.802029
473.730469	-20.704321
516.796875	-26.378920
559.863281	-30.224157
602.929688	-28.022257
645.996094	-26.773716
689.062500	-28.955215
732.128906	-31.730555
775.195313	-32.216225
818.261719	-30.786001
861.328125	-27.707056
904.394531	-26.846361
947.460938	-30.475014
990.527344	-35.090717
1033.593750	-35.106930
1076.660156	-31.655621
1119.726563	-30.897070
1162.792969	-33.300545
1205.859375	-35.341652
1248.925781	-38.779312
1291.992188	-37.256062
1335.058594	-34.780117
1378.125000	-37.270405
1421.191406	-39.498028
1464.257813	-38.255287
1507.324219	-37.198936
1550.390625	-35.948357
1593.457031	-38.497162
1636.523438	-41.024174
1679.589844	-38.817417
1722.656250	-36.763721
1765.722656	-36.469555
1808.789063	-38.836540
1851.855469	-39.267895
1894.921875	-38.034107
1937.988281	-37.460514
1981.054688	-35.897423
2024.121094	-37.405334
2067.187500	-40.357376
2110.253906	-42.284634
2153.320313	-42.436901
2196.386719	-40.878139
2239.453125	-42.301197
2282.519531	-41.533203
2325.585938	-40.132271
2368.652344	-40.805805
2411.718750	-41.014252
2454.785156	-42.379879
2497.851563	-43.055935
2540.917969	-41.885796
2583.984375	-39.804623
2627.050781	-40.042542
2670.117188	-40.062527
2713.183594	-40.477383
2756.250000	-42.609737
2799.316406	-42.093288
2842.382813	-41.282925
2885.449219	-40.835464
2928.515625	-41.780312
2971.582031	-42.408829
3014.648438	-43.179028
3057.714844	-42.531986
3100.781250	-41.572006
3143.847656	-41.474182
3186.914063	-42.372269
3229.980469	-42.569874
3273.046875	-43.041542
3316.113281	-43.210236
3359.179688	-43.207058
3402.246094	-43.926098
3445.312500	-44.923149
3488.378906	-44.300449
3531.445313	-42.090172
3574.511719	-41.635479
3617.578125	-42.243683
3660.644531	-42.538490
3703.710938	-40.173241
3746.777344	-38.184998
3789.843750	-38.089062
3832.910156	-38.265266
3875.976563	-39.939899
3919.042969	-40.707672
3962.109375	-40.487778
4005.175781	-41.399044
4048.242188	-39.921623
4091.308594	-37.701141
4134.375000	-36.669899
4177.441406	-37.816288
4220.507813	-38.245644
4263.574219	-39.561581
4306.640625	-40.156788
4349.707031	-39.149826
4392.773438	-40.452579
4435.839844	-41.891678
4478.906250	-43.001816
4521.972656	-44.073479
4565.039063	-41.106396
4608.105469	-40.859154
4651.171875	-40.294449
4694.238281	-39.838234
4737.304688	-40.422447
4780.371094	-41.449066
4823.437500	-40.889343
4866.503906	-40.812836
4909.570313	-38.432331
4952.636719	-37.942303
4995.703125	-38.606529
5038.769531	-41.013870
5081.835938	-42.513470
5124.902344	-43.592182
5167.968750	-45.246643
5211.035156	-42.938774
5254.101563	-42.737637
5297.167969	-40.805603
5340.234375	-39.839905
5383.300781	-39.621910
5426.367188	-40.122829
5469.433594	-41.603207
5512.500000	-42.322506
5555.566406	-42.915531
5598.632813	-43.564323
5641.699219	-41.170834
5684.765625	-39.486202
5727.832031	-40.408459
5770.898438	-39.844498
5813.964844	-39.467636
5857.031250	-40.069012
5900.097656	-39.910168
5943.164063	-41.133106
5986.230469	-40.921902
6029.296875	-38.484840
6072.363281	-38.164623
6115.429688	-39.589203
6158.496094	-41.462948
6201.562500	-41.783230
6244.628906	-40.283077
6287.695313	-39.551258
6330.761719	-39.006039
6373.828125	-36.698196
6416.894531	-35.891487
6459.960938	-36.669872
6503.027344	-36.135147
6546.093750	-37.374081
6589.160156	-37.825310
6632.226563	-37.471821
6675.292969	-38.498524
6718.359375	-39.903492
6761.425781	-41.745968
6804.492188	-43.189510
6847.558594	-43.148594
6890.625000	-41.402180
6933.691406	-38.773693
6976.757813	-40.543568
7019.824219	-40.579544
7062.890625	-37.911430
7105.957031	-38.874821
7149.023438	-39.599888
7192.089844	-39.455971
7235.156250	-40.199368
7278.222656	-38.916901
7321.289063	-38.732319
7364.355469	-38.433704
7407.421875	-37.692337
7450.488281	-38.122902
7493.554688	-38.889557
7536.621094	-38.227928
7579.687500	-37.779591
7622.753906	-37.589207
7665.820313	-38.506073
7708.886719	-39.900795
7751.953125	-39.379230
7795.019531	-38.720646
7838.085938	-37.585331
7881.152344	-38.654377
7924.218750	-37.965977
7967.285156	-37.619015
8010.351563	-37.846283
8053.417969	-37.639591
8096.484375	-37.772640
8139.550781	-36.305397
8182.617188	-38.258629
8225.683594	-38.655930
8268.750000	-40.642021
8311.816406	-41.383961
8354.882813	-40.887760
8397.949219	-39.687428
8441.015625	-39.669991
8484.082031	-39.429176
8527.148438	-39.563377
8570.214844	-39.699593
8613.281250	-37.520054
8656.347656	-38.161446
8699.414063	-40.177227
8742.480469	-39.429531
8785.546875	-40.340488
8828.613281	-40.477043
8871.679688	-39.589935
8914.746094	-39.261341
8957.812500	-39.337948
9000.878906	-39.660664
9043.945313	-42.262047
9087.011719	-40.314163
9130.078125	-39.296227
9173.144531	-40.588612
9216.210938	-39.944496
9259.277344	-38.014664
9302.343750	-38.568584
9345.410156	-40.127151
9388.476563	-42.848904
9431.542969	-45.194527
9474.609375	-43.749287
9517.675781	-44.459915
9560.742188	-44.182968
9603.808594	-43.913597
9646.875000	-43.797634
9689.941406	-42.417061
9733.007813	-41.804169
9776.074219	-41.115238
9819.140625	-41.916546
9862.207031	-41.245766
9905.273438	-42.341911
9948.339844	-42.381348
9991.406250	-42.804615
10034.472656	-43.956238
10077.539063	-45.024586
10120.605469	-45.804249
10163.671875	-45.768383
