주파수 (Hz)	레벨 (dB)
43.066406	-27.423782
86.132813	-26.241425
129.199219	-26.535923
172.265625	-21.955023
215.332031	-15.253618
258.398438	-13.975953
301.464844	-16.826134
344.531250	-22.594662
387.597656	-27.736242
430.664063	-28.006142
473.730469	-28.640417
516.796875	-30.184929
559.863281	-26.984747
602.929688	-26.119753
645.996094	-25.252615
689.062500	-24.064024
732.128906	-24.285339
775.195313	-23.935148
818.261719	-24.820944
861.328125	-24.493048
904.394531	-24.285374
947.460938	-24.943899
990.527344	-28.797106
1033.593750	-31.895195
1076.660156	-32.493092
1119.726563	-29.277983
1162.792969	-30.485580
1205.859375	-34.341026
1248.925781	-36.463490
1291.992188	-34.877808
1335.058594	-35.714760
1378.125000	-37.294392
1421.191406	-36.534279
1464.257813	-35.674549
1507.324219	-35.986950
1550.390625	-35.045715
1593.457031	-35.259972
1636.523438	-35.096558
1679.589844	-32.942825
1722.656250	-32.655266
1765.722656	-35.000175
1808.789063	-34.440548
1851.855469	-33.143177
1894.921875	-33.834614
1937.988281	-36.290966
1981.054688	-37.337837
2024.121094	-36.286285
2067.187500	-37.226219
2110.253906	-40.149609
2153.320313	-42.035408
2196.386719	-42.474495
2239.453125	-41.820683
2282.519531	-43.359917
2325.585938	-43.100651
2368.652344	-42.186745
2411.718750	-43.206551
2454.785156	-42.407444
2497.851563	-41.839340
2540.917969	-43.048630
2583.984375	-42.954647
2627.050781	-42.936096
2670.117188	-41.982803
2713.183594	-42.987423
2756.250000	-44.368771
2799.316406	-44.145905
2842.382813	-45.019096
2885.449219	-45.611855
2928.515625	-45.658161
2971.582031	-44.377918
3014.648438	-43.803040
3057.714844	-41.648438
3100.781250	-40.516258
3143.847656	-40.866928
3186.914063	-42.087463
3229.980469	-41.484653
3273.046875	-41.255043
3316.113281	-42.061615
3359.179688	-44.167828
3402.246094	-43.955349
3445.312500	-43.642838
3488.378906	-45.558453
3531.445313	-46.243458
3574.511719	-45.869953
3617.578125	-45.616619
3660.644531	-47.434319
3703.710938	-47.357052
3746.777344	-46.596100
3789.843750	-45.577728
3832.910156	-46.351456
3875.976563	-48.236607
3919.042969	-48.846394
3962.109375	-46.962326
4005.175781	-45.880501
4048.242188	-45.903393
4091.308594	-45.031952
4134.375000	-43.918301
4177.441406	-42.720211
4220.507813	-43.083569
4263.574219	-43.734703
4306.640625	-42.388355
4349.707031	-42.498383
4392.773438	-43.759476
4435.839844	-44.813522
4478.906250	-46.275166
4521.972656	-47.179089
4565.039063	-46.891285
4608.105469	-47.040588
4651.171875	-46.811031
4694.238281	-46.481838
4737.304688	-46.277832
4780.371094	-46.607479
4823.437500	-47.057091
4866.503906	-47.879742
4909.570313	-48.085842
4952.636719	-47.381279
4995.703125	-47.819000
5038.769531	-49.470875
5081.835938	-50.566341
5124.902344	-51.208771
5167.968750	-51.880684
5211.035156	-51.942295
5254.101563	-50.712730
5297.167969	-49.879250
5340.234375	-49.777035
5383.300781	-52.064018
5426.367188	-53.218155
5469.433594	-51.833370
5512.500000	-51.166275
5555.566406	-52.080711
5598.632813	-53.714088
5641.699219	-52.938919
5684.765625	-51.117001
5727.832031	-50.652439
5770.898438	-51.519325
5813.964844	-49.835899
5857.031250	-50.434406
5900.097656	-51.041679
5943.164063	-51.440842
5986.230469	-52.998379
6029.296875	-52.636806
6072.363281	-52.215416
6115.429688	-52.140205
6158.496094	-52.927826
6201.562500	-54.038605
6244.628906	-54.057610
6287.695313	-53.089153
6330.761719	-49.326622
6373.828125	-47.163963
6416.894531	-48.221134
6459.960938	-49.655678
6503.027344	-50.831249
6546.093750	-50.907696
6589.160156	-50.933037
6632.226563	-50.389362
