주파수 (Hz)	레벨 (dB)
43.066406	-52.562065
86.132813	-58.889885
129.199219	-56.891914
172.265625	-54.925217
215.332031	-54.033813
258.398438	-53.240990
301.464844	-50.003597
344.531250	-47.073181
387.597656	-39.759113
430.664063	-34.676838
473.730469	-36.505165
516.796875	-41.084656
559.863281	-40.566391
602.929688	-40.461945
645.996094	-39.852795
689.062500	-37.839375
732.128906	-38.102219
775.195313	-35.848064
818.261719	-32.819950
861.328125	-29.874010
904.394531	-30.380651
947.460938	-30.987679
990.527344	-30.906090
1033.593750	-30.953693
1076.660156	-28.602236
1119.726563	-24.010220
1162.792969	-18.793550
1205.859375	-19.349495
1248.925781	-20.212008
1291.992188	-18.473871
1335.058594	-18.339012
1378.125000	-18.368242
1421.191406	-19.032305
1464.257813	-20.998817
1507.324219	-24.360064
1550.390625	-24.029015
1593.457031	-23.309196
1636.523438	-24.508146
1679.589844	-23.257593
1722.656250	-19.868963
1765.722656	-20.075083
1808.789063	-21.939896
1851.855469	-22.622227
1894.921875	-24.232119
1937.988281	-24.772362
1981.054688	-25.254107
2024.121094	-26.262989
2067.187500	-25.320351
2110.253906	-23.383181
2153.320313	-22.050186
2196.386719	-21.839119
2239.453125	-22.077717
2282.519531	-22.634308
2325.585938	-21.075220
2368.652344	-19.791910
2411.718750	-22.001766
2454.785156	-23.990311
2497.851563	-24.108013
2540.917969	-21.987690
2583.984375	-20.698374
2627.050781	-21.472067
2670.117188	-23.978096
2713.183594	-23.352251
2756.250000	-22.894461
2799.316406	-24.248743
2842.382813	-26.099922
2885.449219	-25.093325
2928.515625	-25.072681
2971.582031	-24.758619
3014.648438	-24.365032
3057.714844	-23.760605
3100.781250	-24.152233
3143.847656	-24.227839
3186.914063	-24.933113
3229.980469	-26.531591
3273.046875	-27.414997
3316.113281	-26.732704
3359.179688	-26.157730
3402.246094	-23.583321
3445.312500	-21.722078
3488.378906	-19.920698
3531.445313	-20.791517
3574.511719	-22.566389
3617.578125	-22.812645
3660.644531	-24.496136
3703.710938	-25.519852
3746.777344	-26.643929
3789.843750	-27.372837
3832.910156	-26.915859
3875.976563	-27.731371
3919.042969	-27.983818
3962.109375	-28.924534
4005.175781	-31.746069
4048.242188	-32.706161
4091.308594	-32.685303
4134.375000	-33.160641
4177.441406	-33.744354
4220.507813	-34.194191
4263.574219	-34.055965
4306.640625	-33.513046
4349.707031	-33.137535
4392.773438	-35.730591
4435.839844	-37.510208
4478.906250	-37.759186
4521.972656	-38.276627
4565.039063	-38.918705
4608.105469	-37.303680
4651.171875	-35.758865
4694.238281	-36.582348
4737.304688	-37.709305
4780.371094	-37.544495
4823.437500	-37.160439
4866.503906	-38.934029
4909.570313	-40.650528
4952.636719	-41.169109
4995.703125	-41.424755
5038.769531	-41.582989
5081.835938	-40.053917
5124.902344	-39.092594
5167.968750	-39.085320
5211.035156	-36.634144
5254.101563	-35.561493
5297.167969	-38.338326
5340.234375	-40.369465
5383.300781	-38.960766
5426.367188	-37.992439
5469.433594	-37.316410
5512.500000	-35.705746
5555.566406	-35.429569
5598.632813	-37.193462
5641.699219	-38.075756
5684.765625	-37.304359
5727.832031	-38.215981
5770.898438	-39.959156
5813.964844	-39.306534
5857.031250	-39.038273
5900.097656	-39.060577
5943.164063	-38.779556
5986.230469	-38.732231
6029.296875	-38.970863
6072.363281	-38.295940
6115.429688	-38.084606
6158.496094	-39.955673
6201.562500	-42.022446
6244.628906	-41.995090
6287.695313	-41.990662
6330.761719	-42.527355
6373.828125	-43.087097
6416.894531	-43.287651
6459.960938	-44.797268
6503.027344	-44.134308
6546.093750	-41.782967
6589.160156	-42.742905
6632.226563	-45.475376
6675.292969	-45.644825
6718.359375	-45.477631
6761.425781	-46.117466
6804.492188	-46.271420
6847.558594	-47.223927
6890.625000	-47.198250
6933.691406	-47.185959
6976.757813	-46.930656
7019.824219	-46.992073
7062.890625	-46.123486
7105.957031	-46.074131
7149.023438	-46.298019
7192.089844	-46.413342
7235.156250	-47.026642
7278.222656	-47.285141
7321.289063	-48.071617
7364.355469	-47.332050
7407.421875	-46.372284
7450.488281	-46.148792
7493.554688	-46.143791
7536.621094	-45.652912
7579.687500	-45.840916
7622.753906	-45.778320
7665.820313	-45.653214
7708.886719	-46.196388
7751.953125	-46.950256
7795.019531	-47.296650
7838.085938	-47.109852
7881.152344	-47.530560
7924.218750	-48.024071
7967.285156	-49.292679
8010.351563	-49.328430
8053.417969	-49.108921
8096.484375	-49.908936
8139.550781	-49.693092
8182.617188	-49.949516
8225.683594	-50.708698
8268.750000	-51.051075
8311.816406	-50.908226
8354.882813	-52.119209
8397.949219	-53.783489
8441.015625	-54.516880
8484.082031	-53.551083
8527.148438	-53.082794
8570.214844	-52.750374
8613.281250	-52.603920
8656.347656	-54.068424
8699.414063	-55.418751
8742.480469	-55.379784
8785.546875	-54.474575
8828.613281	-54.786613
8871.679688	-54.729889
8914.746094	-53.709766
8957.812500	-53.702042
9000.878906	-53.497936
9043.945313	-53.420265
9087.011719	-52.172417
9130.078125	-51.900269
9173.144531	-52.078838
9216.210938	-53.324585
9259.277344	-53.612328
9302.343750	-53.506748
9345.410156	-54.321018
9388.476563	-53.080238
9431.542969	-52.486851
9474.609375	-53.938438
9517.675781	-54.904102
9560.742188	-53.921219
9603.808594	-52.517776
9646.875000	-53.361610
9689.941406	-55.718563
9733.007813	-55.597157
9776.074219	-55.135635
9819.140625	-54.868298
9862.207031	-54.817139
9905.273438	-55.343689
9948.339844	-55.697189
9991.406250	-55.510323
10034.472656	-54.842693
10077.539063	-55.109158
10120.605469	-57.021297
10163.671875	-57.960445
10206.738281	-56.272545
10249.804688	-54.856972
10292.871094	-55.209393
10335.937500	-56.126305
10379.003906	-55.309803
10422.070313	-55.320858
10465.136719	-54.308838
10508.203125	-53.690147
10551.269531	-55.496521
10594.335938	-56.732616
10637.402344	-55.882885
10680.468750	-54.194408
10723.535156	-53.999466
10766.601563	-55.216995
10809.667969	-55.091312
10852.734375	-54.900089
10895.800781	-54.861660
10938.867188	-54.152691
10981.933594	-54.979427
11025.000000	-54.904488
11068.066406	-54.958572
11111.132813	-53.697025
11154.199219	-54.707565
11197.265625	-58.371029
11240.332031	-59.570347
11283.398438	-58.365417
11326.464844	-59.261757
11369.531250	-59.788872
11412.597656	-60.416737
11455.664063	-60.296162
11498.730469	-58.883446
11541.796875	-58.835331
11584.863281	-61.198936
11627.929688	-61.492443
11670.996094	-62.296482
11714.062500	-66.944336
11757.128906	-67.092308
11800.195313	-64.434814
11843.261719	-65.147308
11886.328125	-66.369278
11929.394531	-65.341354
11972.460938	-64.523827
12015.527344	-65.836182
12058.593750	-63.815548
12101.660156	-62.646114
12144.726563	-63.914021
12187.792969	-65.911606
12230.859375	-68.004898
12273.925781	-66.944321
12316.992188	-65.816971
12360.058594	-67.052155
12403.125000	-68.419800
12446.191406	-67.147865
12489.257813	-66.988785
12532.324219	-66.590958
12575.390625	-67.073357
12618.457031	-67.326431
12661.523438	-64.682899
12704.589844	-63.582638
12747.656250	-63.145252
12790.722656	-63.800564
12833.789063	-65.179115
12876.855469	-64.759949
12919.921875	-65.804108
12962.988281	-67.370064
13006.054688	-66.116066
13049.121094	-64.386322
13092.187500	-63.112221
13135.253906	-62.781597
13178.320313	-62.233891
13221.386719	-62.102562
13264.453125	-62.748585
