주파수 (Hz)	레벨 (dB)
43.066406	-39.146645
86.132813	-40.260056
129.199219	-30.614059
172.265625	-25.207670
215.332031	-18.933878
258.398438	-14.012831
301.464844	-16.387365
344.531250	-18.502737
387.597656	-21.040575
430.664063	-24.982956
473.730469	-24.551153
516.796875	-25.649506
559.863281	-30.284584
602.929688	-31.349703
645.996094	-28.385004
689.062500	-24.561264
732.128906	-25.523829
775.195313	-30.273407
818.261719	-29.851490
861.328125	-29.028709
904.394531	-27.428429
947.460938	-25.734806
990.527344	-27.592833
1033.593750	-31.132868
1076.660156	-33.419788
1119.726563	-34.331821
1162.792969	-33.460289
1205.859375	-35.095966
1248.925781	-40.145554
1291.992188	-41.556747
1335.058594	-42.371964
1378.125000	-39.434578
1421.191406	-38.435329
1464.257813	-40.056049
1507.324219	-40.869480
1550.390625	-39.901066
1593.457031	-40.742138
1636.523438	-41.930534
1679.589844	-42.586624
1722.656250	-41.541954
1765.722656	-42.839115
1808.789063	-42.963005
1851.855469	-40.417133
1894.921875	-42.061401
1937.988281	-46.058186
1981.054688	-46.164284
2024.121094	-44.351044
2067.187500	-40.841537
2110.253906	-40.126850
2153.320313	-43.074692
2196.386719	-42.270943
2239.453125	-41.132751
2282.519531	-40.750362
2325.585938	-39.629059
2368.652344	-39.186855
2411.718750	-39.688362
2454.785156	-38.391651
2497.851563	-39.753242
2540.917969	-42.046192
2583.984375	-41.336578
2627.050781	-42.156487
2670.117188	-38.711559
2713.183594	-39.648117
2756.250000	-37.893333
2799.316406	-35.986858
2842.382813	-40.693844
2885.449219	-43.965836
2928.515625	-45.136501
2971.582031	-44.712994
3014.648438	-42.734386
3057.714844	-42.297352
3100.781250	-41.260643
3143.847656	-38.713287
3186.914063	-38.713676
3229.980469	-38.693550
3273.046875	-41.193775
3316.113281	-42.632298
3359.179688	-44.351109
3402.246094	-44.907116
3445.312500	-44.958771
3488.378906	-44.834805
3531.445313	-45.426964
3574.511719	-45.881626
3617.578125	-43.693100
3660.644531	-45.269794
3703.710938	-45.607071
3746.777344	-45.967430
3789.843750	-46.792114
3832.910156	-45.297024
3875.976563	-45.230427
3919.042969	-45.909569
3962.109375	-47.827065
4005.175781	-46.216743
4048.242188	-44.462708
4091.308594	-46.291801
4134.375000	-45.359901
4177.441406	-43.542648
4220.507813	-43.727924
4263.574219	-43.638592
4306.640625	-44.131878
4349.707031	-42.225857
4392.773438	-41.675583
4435.839844	-43.546368
4478.906250	-43.395351
4521.972656	-41.045559
4565.039063	-42.623714
4608.105469	-45.079185
4651.171875	-47.841930
4694.238281	-48.118542
4737.304688	-46.920353
4780.371094	-45.576340
4823.437500	-44.167068
4866.503906	-44.009773
4909.570313	-44.571480
4952.636719	-43.697548
4995.703125	-44.491436
5038.769531	-46.174759
5081.835938	-46.993477
5124.902344	-49.382156
5167.968750	-48.974056
5211.035156	-48.382572
5254.101563	-48.075333
5297.167969	-48.928318
5340.234375	-49.529453
5383.300781	-49.391289
5426.367188	-49.160004
5469.433594	-50.337139
5512.500000	-50.385189
5555.566406	-50.879780
5598.632813	-49.499096
5641.699219	-46.842884
5684.765625	-46.321629
5727.832031	-46.106236
5770.898438	-46.905281
5813.964844	-45.218296
5857.031250	-43.255173
5900.097656	-44.053200
5943.164063	-44.445652
5986.230469	-43.387943
6029.296875	-44.104282
6072.363281	-45.577633
6115.429688	-46.280361
6158.496094	-46.421886
6201.562500	-45.279144
6244.628906	-42.746262
6287.695313	-41.937504
6330.761719	-41.818306
6373.828125	-40.100071
6416.894531	-39.374271
6459.960938	-40.831482
6503.027344	-41.430546
6546.093750	-42.262291
6589.160156	-42.161552
6632.226563	-41.094753
6675.292969	-38.677151
6718.359375	-40.127190
6761.425781	-42.291981
6804.492188	-41.962315
6847.558594	-42.256905
6890.625000	-42.857956
6933.691406	-42.810268
6976.757813	-40.547035
7019.824219	-39.672550
7062.890625	-42.490524
7105.957031	-41.618805
7149.023438	-40.969418
7192.089844	-41.331882
7235.156250	-40.294724
7278.222656	-40.040344
7321.289063	-41.317162
7364.355469	-40.866661
7407.421875	-40.713673
7450.488281	-39.896202
7493.554688	-38.501942
7536.621094	-38.664986
7579.687500	-38.425308
7622.753906	-37.455891
7665.820313	-37.446632
7708.886719	-39.426025
7751.953125	-39.541916
7795.019531	-38.611748
7838.085938	-38.781464
7881.152344	-39.998249
7924.218750	-40.505863
7967.285156	-39.075478
8010.351563	-38.365070
8053.417969	-38.348301
8096.484375	-38.092800
8139.550781	-38.589153
8182.617188	-39.160641
8225.683594	-40.777340
8268.750000	-39.701710
8311.816406	-37.445454
8354.882813	-37.700699
8397.949219	-37.251080
8441.015625	-37.908092
8484.082031	-38.242706
8527.148438	-38.124607
8570.214844	-39.394848
8613.281250	-38.620358
8656.347656	-37.907684
8699.414063	-38.074085
8742.480469	-37.487083
8785.546875	-36.893002
8828.613281	-38.585915
8871.679688	-38.515491
8914.746094	-35.771870
8957.812500	-36.169014
9000.878906	-37.018398
9043.945313	-35.974640
9087.011719	-35.921352
9130.078125	-35.515102
9173.144531	-36.332443
9216.210938	-38.466248
9259.277344	-40.292984
9302.343750	-40.104702
9345.410156	-39.549217
9388.476563	-37.733326
9431.542969	-37.688709
9474.609375	-38.001183
9517.675781	-38.784428
9560.742188	-39.340488
9603.808594	-38.072647
9646.875000	-37.454128
9689.941406	-38.952747
