주파수 (Hz)	레벨 (dB)
43.066406	-34.253586
86.132813	-38.602108
129.199219	-28.217686
172.265625	-19.744097
215.332031	-16.038876
258.398438	-14.664729
301.464844	-15.573525
344.531250	-20.656944
387.597656	-21.559509
430.664063	-20.979290
473.730469	-23.328531
516.796875	-25.284470
559.863281	-24.097406
602.929688	-22.580053
645.996094	-25.273899
689.062500	-27.673693
732.128906	-27.276392
775.195313	-25.531452
818.261719	-24.631441
861.328125	-24.582338
904.394531	-25.395353
947.460938	-27.243855
990.527344	-30.544664
1033.593750	-30.932421
1076.660156	-31.913786
1119.726563	-34.155933
1162.792969	-35.759670
1205.859375	-35.401562
1248.925781	-35.810795
1291.992188	-37.562187
1335.058594	-39.513199
1378.125000	-38.977180
1421.191406	-37.542656
1464.257813	-36.522297
1507.324219	-37.359035
1550.390625	-37.796612
1593.457031	-37.619225
1636.523438	-36.050983
1679.589844	-35.756672
1722.656250	-36.227951
1765.722656	-35.284286
1808.789063	-36.254189
1851.855469	-37.525131
1894.921875	-37.236320
1937.988281	-36.311825
1981.054688	-37.106632
2024.121094	-36.017845
2067.187500	-36.187531
2110.253906	-36.430378
2153.320313	-35.438023
2196.386719	-35.265446
2239.453125	-36.021702
2282.519531	-36.921062
2325.585938	-35.709991
2368.652344	-34.045521
2411.718750	-34.517788
2454.785156	-36.852615
2497.851563	-38.287838
2540.917969	-38.727867
2583.984375	-38.855999
2627.050781	-37.964066
2670.117188	-38.076660
2713.183594	-38.677959
2756.250000	-39.312054
2799.316406	-39.411205
2842.382813	-39.837196
2885.449219	-40.642620
2928.515625	-39.456303
2971.582031	-38.445415
3014.648438	-37.923275
3057.714844	-37.809788
3100.781250	-38.658585
3143.847656	-39.490719
3186.914063	-41.473888
3229.980469	-43.035385
3273.046875	-43.579090
3316.113281	-44.170269
3359.179688	-44.829098
3402.246094	-45.974586
3445.312500	-47.390945
3488.378906	-49.640358
3531.445313	-50.383049
3574.511719	-49.828392
3617.578125	-49.659973
3660.644531	-48.800095
3703.710938	-47.384026
3746.777344	-47.384594
3789.843750	-48.582546
3832.910156	-48.555977
3875.976563	-49.821754
3919.042969	-49.560291
3962.109375	-49.244358
4005.175781	-49.208855
4048.242188	-47.878815
4091.308594	-47.574413
4134.375000	-45.935188
4177.441406	-44.440971
4220.507813	-44.257065
4263.574219	-42.900593
4306.640625	-43.128746
4349.707031	-42.093582
4392.773438	-41.243439
4435.839844	-41.489986
4478.906250	-42.579037
4521.972656	-45.510696
4565.039063	-46.573406
4608.105469	-47.021336
4651.171875	-46.996372
4694.238281	-46.390274
4737.304688	-46.484856
4780.371094	-46.928223
4823.437500	-47.364197
4866.503906	-47.875786
4909.570313	-47.273239
4952.636719	-45.953232
4995.703125	-46.343914
5038.769531	-47.533714
5081.835938	-48.047070
5124.902344	-47.879700
5167.968750	-46.073936
5211.035156	-46.040337
5254.101563	-47.529076
5297.167969	-49.015903
5340.234375	-50.314281
5383.300781	-50.379864
5426.367188	-50.223061
5469.433594	-50.800606
5512.500000	-49.712563
5555.566406	-49.177074
5598.632813	-49.039932
5641.699219	-48.454681
5684.765625	-48.565037
5727.832031	-48.309921
5770.898438	-48.437084
5813.964844	-49.439846
5857.031250	-49.577431
5900.097656	-48.283772
5943.164063	-47.135494
5986.230469	-46.634468
6029.296875	-45.552807
6072.363281	-44.822937
6115.429688	-45.255535
6158.496094	-44.960449
6201.562500	-42.041431
6244.628906	-41.980232
6287.695313	-43.221657
6330.761719	-42.607239
6373.828125	-41.033207
6416.894531	-38.853043
6459.960938	-38.834171
6503.027344	-40.398296
6546.093750	-41.824749
6589.160156	-42.718582
6632.226563	-45.090939
6675.292969	-44.815205
6718.359375	-43.773518
6761.425781	-44.834438
6804.492188	-44.812637
6847.558594	-44.528473
6890.625000	-45.245098
6933.691406	-45.269566
6976.757813	-45.666065
7019.824219	-46.181698
7062.890625	-44.458664
7105.957031	-44.903236
7149.023438	-45.782814
7192.089844	-42.070911
7235.156250	-42.052059
7278.222656	-42.589417
7321.289063	-43.333370
7364.355469	-43.377060
7407.421875	-43.512112
7450.488281	-42.683949
7493.554688	-42.904030
7536.621094	-40.784046
7579.687500	-40.144894
7622.753906	-41.386288
7665.820313	-42.098282
7708.886719	-41.892139
7751.953125	-41.323574
7795.019531	-40.791538
7838.085938	-41.210560
7881.152344	-40.391487
7924.218750	-39.034752
7967.285156	-39.626392
8010.351563	-40.144653
8053.417969	-40.118629
8096.484375	-39.728786
8139.550781	-39.037090
8182.617188	-38.968380
8225.683594	-38.829018
8268.750000	-38.039803
8311.816406	-38.413780
8354.882813	-39.771244
8397.949219	-39.402248
8441.015625	-39.561531
8484.082031	-40.002132
8527.148438	-37.710823
8570.214844	-38.568253
8613.281250	-39.127357
8656.347656	-37.909180
8699.414063	-38.496952
8742.480469	-38.841282
8785.546875	-37.123089
8828.613281	-37.336250
8871.679688	-38.025173
8914.746094	-37.004040
8957.812500	-35.913975
9000.878906	-36.339199
9043.945313	-36.710400
9087.011719	-35.846149
9130.078125	-36.493576
9173.144531	-37.656601
9216.210938	-38.216709
9259.277344	-37.244778
9302.343750	-38.570374
9345.410156	-37.081982
9388.476563	-35.045250
9431.542969	-35.750717
9474.609375	-38.228813
9517.675781	-37.374531
9560.742188	-36.471096
9603.808594	-36.624352
9646.875000	-37.286839
9689.941406	-38.219887
9733.007813	-38.778309
9776.074219	-38.749668
9819.140625	-38.946861
9862.207031	-38.378109
9905.273438	-38.677052
9948.339844	-39.717060
9991.406250	-40.839909
10034.472656	-40.581707
10077.539063	-40.644234
10120.605469	-40.520374
10163.671875	-39.113873
10206.738281	-38.399734
10249.804688	-38.041401
10292.871094	-38.781509
10335.937500	-39.305168
10379.003906	-38.862183
10422.070313	-37.933758
10465.136719	-38.070515
10508.203125	-36.410187
10551.269531	-35.663006
10594.335938	-36.210491
10637.402344	-36.789829
10680.468750	-37.322460
10723.535156	-37.885376
10766.601563	-37.631119
10809.667969	-38.288029
10852.734375	-39.813370
10895.800781	-41.320107
10938.867188	-41.546776
10981.933594	-41.818211
11025.000000	-42.195644
11068.066406	-43.038860
11111.132813	-41.392357
11154.199219	-41.165180
11197.265625	-41.896229
11240.332031	-41.750427
11283.398438	-42.214340
11326.464844	-42.174820
11369.531250	-42.148460
11412.597656	-41.059952
11455.664063	-42.931583
11498.730469	-43.845757
11541.796875	-42.599838
11584.863281	-43.330330
11627.929688	-44.178596
11670.996094	-44.397877
11714.062500	-44.120403
11757.128906	-43.447525
11800.195313	-43.308208
11843.261719	-44.613590
11886.328125	-43.662018
11929.394531	-43.537766
11972.460938	-43.472576
12015.527344	-44.460415
12058.593750	-46.261738
12101.660156	-46.802216
12144.726563	-46.200127
12187.792969	-46.432484
12230.859375	-46.704533
12273.925781	-46.490849
12316.992188	-47.751163
12360.058594	-45.643250
12403.125000	-44.643410
12446.191406	-44.872032
12489.257813	-44.745884
12532.324219	-44.441681
12575.390625	-44.928555
12618.457031	-45.244610
12661.523438	-45.349236
12704.589844	-45.788582
12747.656250	-45.332741
12790.722656	-44.723904
12833.789063	-45.172546
12876.855469	-45.663609
12919.921875	-47.473228
12962.988281	-47.008499
13006.054688	-45.675209
13049.121094	-46.691471
13092.187500	-47.621342
13135.253906	-47.813114
13178.320313	-47.252666
13221.386719	-46.456047
13264.453125	-47.229225
13307.519531	-48.910385
13350.585938	-48.843285
13393.652344	-47.886623
13436.718750	-46.756252
13479.785156	-45.686237
13522.851563	-46.933907
13565.917969	-48.034538
13608.984375	-48.508305
13652.050781	-48.868011
13695.117188	-49.024700
13738.183594	-49.899323
13781.250000	-50.798031
13824.316406	-49.728642
13867.382813	-49.968166
13910.449219	-49.545185
13953.515625	-50.212532
13996.582031	-50.643337
14039.648438	-49.976341
14082.714844	-50.664898
14125.781250	-51.715252
14168.847656	-53.060020
14211.914063	-51.860104
14254.980469	-51.369869
14298.046875	-51.875195
14341.113281	-51.415001
14384.179688	-50.835926
14427.246094	-53.190311
14470.312500	-53.307274
14513.378906	-51.809837
14556.445313	-52.792023
14599.511719	-54.249245
14642.578125	-52.966377
14685.644531	-52.643753
14728.710938	-51.778076
14771.777344	-52.737743
14814.843750	-52.952702
14857.910156	-55.018307
14900.976563	-54.589489
14944.042969	-53.695225
14987.109375	-57.241360
15030.175781	-66.526207
15073.242188	-75.540741
15116.308594	-78.797623
15159.375000	-83.056824
15202.441406	-90.211205
15245.507813	-91.937027
15288.574219	-92.936722
15331.640625	-93.537201
15374.707031	-93.655663
15417.773438	-93.190140
15460.839844	-92.860519
15503.906250	-92.750664
15546.972656	-92.739029
15590.039063	-93.166252
15633.105469	-94.043655
15676.171875	-95.466171
15719.238281	-97.115837
15762.304688	-98.887291
15805.371094	-99.775101
15848.437500	-99.326530
15891.503906	-98.254158
15934.570313	-97.014229
15977.636719	-96.042336
16020.703125	-95.268906
16063.769531	-94.859169
16106.835938	-94.910255
16149.902344	-95.410942
16192.968750	-96.184135
16236.035156	-97.203285
16279.101563	-98.608170
16322.167969	-100.424271
16365.234375	-102.650101
16408.300781	-104.614647
16451.367188	-105.710526
16494.433594	-106.032349
16537.500000	-106.615906
16580.566406	-107.976707
16623.632813	-110.142937
16666.699219	-113.997574
16709.765625	-117.586723
16752.832031	-116.716957
16795.898438	-116.386826
16838.964844	-117.390717
16882.031250	-117.907127
16925.097656	-116.547363
16968.164063	-115.978691
17011.230469	-117.275970
17054.296875	-118.237122
17097.363281	-118.068726
17140.429688	-117.297050
17183.496094	-117.777298
17226.562500	-118.653328
17269.628906	-117.837097
17312.695313	-116.807671
17355.761719	-117.846100
17398.828125	-118.408157
17441.894531	-117.497467
17484.960938	-117.302658
17528.027344	-118.255898
17571.093750	-118.564262
17614.160156	-117.613892
17657.226563	-116.915977
17700.292969	-117.613220
17743.359375	-118.398430
17786.425781	-117.678764
17829.492188	-117.458145
17872.558594	-118.422668
17915.625000	-118.256897
17958.691406	-117.628853
18001.757813	-117.281654
18044.824219	-117.819908
18087.890625	-118.645737
18130.957031	-118.534714
18174.023438	-118.574692
18217.089844	-118.903152
18260.156250	-119.051422
18303.222656	-118.139885
18346.289063	-117.623840
18389.355469	-118.189911
18432.421875	-118.739426
18475.488281	-118.259483
18518.554688	-117.653648
18561.621094	-118.261620
18604.687500	-118.482147
18647.753906	-118.234245
18690.820313	-118.005615
18733.886719	-118.268417
18776.953125	-118.445503
18820.019531	-118.441895
18863.085938	-118.046249
18906.152344	-118.256218
18949.218750	-118.532051
18992.285156	-118.413322
19035.351563	-118.204330
19078.417969	-118.330696
19121.484375	-118.354126
19164.550781	-118.288773
19207.617188	-118.372139
19250.683594	-118.397392
19293.750000	-118.760712
19336.816406	-118.264099
19379.882813	-118.043762
19422.949219	-118.429306
19466.015625	-118.448952
19509.082031	-118.673241
19552.148438	-118.360947
19595.214844	-118.723785
19638.281250	-118.597778
19681.347656	-118.209488
19724.414063	-118.226578
19767.480469	-118.469887
19810.546875	-118.578880
19853.613281	-118.426178
19896.679688	-118.476349
19939.746094	-118.917725
19982.812500	-119.064690
20025.878906	-118.618309
20068.945313	-117.935448
20112.011719	-118.343941
20155.078125	-118.566444
20198.144531	-118.360283
20241.210938	-118.507423
20284.277344	-118.901253
20327.343750	-118.704941
20370.410156	-118.765480
20413.476563	-118.561417
20456.542969	-118.272102
20499.609375	-118.491051
20542.675781	-118.347954
20585.742188	-118.084312
20628.808594	-118.198326
20671.875000	-118.361069
20714.941406	-118.388504
20758.007813	-118.475777
20801.074219	-118.955658
20844.140625	-119.009727
20887.207031	-118.891922
20930.273438	-118.604813
20973.339844	-118.711021
21016.406250	-119.110054
21059.472656	-118.447098
21102.539063	-118.389603
21145.605469	-118.430878
21188.671875	-118.350548
21231.738281	-118.375183
21274.804688	-118.334297
21317.871094	-118.992134
21360.937500	-118.677040
21404.003906	-118.140854
21447.070313	-118.213509
21490.136719	-118.173004
21533.203125	-118.229797
21576.269531	-118.107292
21619.335938	-118.153603
21662.402344	-118.538467
21705.468750	-118.529716
21748.535156	-118.463715
21791.601563	-118.268585
21834.667969	-118.436348
21877.734375	-118.780891
21920.800781	-118.440163
21963.867188	-118.146477
22006.933594	-118.708488
