주파수 (Hz)	레벨 (dB)
43.066406	-33.601189
86.132813	-39.730789
129.199219	-30.629583
172.265625	-22.896767
215.332031	-18.774910
258.398438	-14.665438
301.464844	-15.431802
344.531250	-19.926132
387.597656	-17.782152
430.664063	-16.721395
473.730469	-16.784737
516.796875	-21.178066
559.863281	-22.816435
602.929688	-24.523083
645.996094	-25.705439
689.062500	-23.867805
732.128906	-23.692364
775.195313	-25.152592
818.261719	-24.706812
861.328125	-24.743664
904.394531	-25.266699
947.460938	-25.383938
990.527344	-26.605774
1033.593750	-28.096313
1076.660156	-28.066971
1119.726563	-28.097584
1162.792969	-28.618887
1205.859375	-30.099739
1248.925781	-33.910282
1291.992188	-36.859989
1335.058594	-35.927486
1378.125000	-36.384365
1421.191406	-35.881191
1464.257813	-37.693565
1507.324219	-40.086121
1550.390625	-40.063412
1593.457031	-39.896816
1636.523438	-36.523159
1679.589844	-35.583004
1722.656250	-39.109665
1765.722656	-42.115532
1808.789063	-44.131927
1851.855469	-45.182152
1894.921875	-45.192184
1937.988281	-43.868694
1981.054688	-42.862000
2024.121094	-42.110245
2067.187500	-41.795956
2110.253906	-42.137146
2153.320313	-40.029514
2196.386719	-36.835880
2239.453125	-34.661327
2282.519531	-35.410244
2325.585938	-35.840557
2368.652344	-36.138042
2411.718750	-36.651176
2454.785156	-35.856773
2497.851563	-36.293266
2540.917969	-36.506916
2583.984375	-33.860714
2627.050781	-34.590206
2670.117188	-34.846367
2713.183594	-37.796822
2756.250000	-38.882484
2799.316406	-38.997093
2842.382813	-38.719376
2885.449219	-39.085907
2928.515625	-40.928535
2971.582031	-41.015396
3014.648438	-39.332596
3057.714844	-37.132465
3100.781250	-37.255676
3143.847656	-39.590122
3186.914063	-41.075748
3229.980469	-42.658100
3273.046875	-43.856869
3316.113281	-42.973499
3359.179688	-42.589725
3402.246094	-39.590572
3445.312500	-40.849693
3488.378906	-44.093910
3531.445313	-44.889046
3574.511719	-46.950119
3617.578125	-46.728828
3660.644531	-44.083904
3703.710938	-42.600578
3746.777344	-43.885227
3789.843750	-44.657276
3832.910156	-43.911045
3875.976563	-43.835598
3919.042969	-44.626564
3962.109375	-45.726681
4005.175781	-45.682560
4048.242188	-44.809563
4091.308594	-44.196247
4134.375000	-43.114452
4177.441406	-41.391365
4220.507813	-39.271393
4263.574219	-38.342583
4306.640625	-38.212261
4349.707031	-38.279984
4392.773438	-38.377789
4435.839844	-38.494759
4478.906250	-39.076626
4521.972656	-42.463772
4565.039063	-44.002674
4608.105469	-44.651104
4651.171875	-46.821011
4694.238281	-47.113087
4737.304688	-48.350368
4780.371094	-49.569546
4823.437500	-48.985447
4866.503906	-46.990337
4909.570313	-43.576309
4952.636719	-42.197372
4995.703125	-42.799278
5038.769531	-44.918007
5081.835938	-48.410458
5124.902344	-50.002934
5167.968750	-49.430191
5211.035156	-48.752823
5254.101563	-48.645008
5297.167969	-47.909454
5340.234375	-46.569450
5383.300781	-47.310337
5426.367188	-49.440132
5469.433594	-49.662975
5512.500000	-49.078331
5555.566406	-49.417545
5598.632813	-51.616566
5641.699219	-49.583965
5684.765625	-47.049004
5727.832031	-46.428455
5770.898438	-46.591080
5813.964844	-47.652672
5857.031250	-46.287868
5900.097656	-44.491341
5943.164063	-44.111130
5986.230469	-44.128517
6029.296875	-45.641182
6072.363281	-45.328026
6115.429688	-44.601322
6158.496094	-46.935497
6201.562500	-47.255711
6244.628906	-45.977421
6287.695313	-43.762848
6330.761719	-42.637043
6373.828125	-43.307701
6416.894531	-41.989891
6459.960938	-45.152584
6503.027344	-41.687412
6546.093750	-40.737160
6589.160156	-42.182625
6632.226563	-43.095337
6675.292969	-44.934967
6718.359375	-46.271164
6761.425781	-47.294975
6804.492188	-48.419872
6847.558594	-47.441864
