주파수 (Hz)	레벨 (dB)
43.066406	-26.735247
86.132813	-39.193916
129.199219	-30.691799
172.265625	-24.023512
215.332031	-17.473148
258.398438	-12.859925
301.464844	-13.869757
344.531250	-20.644022
387.597656	-25.573507
430.664063	-22.717199
473.730469	-22.737640
516.796875	-26.692234
559.863281	-30.373407
602.929688	-28.389853
645.996094	-28.251869
689.062500	-30.731161
732.128906	-27.421507
775.195313	-25.973137
818.261719	-28.188736
861.328125	-33.129330
904.394531	-34.564579
947.460938	-34.617790
990.527344	-33.425091
1033.593750	-34.340687
1076.660156	-39.472733
1119.726563	-41.290020
1162.792969	-39.343842
1205.859375	-36.602207
1248.925781	-34.043144
1291.992188	-35.344090
1335.058594	-39.806278
1378.125000	-39.996929
1421.191406	-37.480000
1464.257813	-37.926262
1507.324219	-39.443615
1550.390625	-41.127251
1593.457031	-40.310749
1636.523438	-39.211292
1679.589844	-39.700478
1722.656250	-40.509434
1765.722656	-41.956425
1808.789063	-42.452225
1851.855469	-41.979736
1894.921875	-42.228294
1937.988281	-41.515026
1981.054688	-40.399616
2024.121094	-40.920631
2067.187500	-39.047565
2110.253906	-39.137470
2153.320313	-39.149464
2196.386719	-39.128689
2239.453125	-39.444160
2282.519531	-39.038105
2325.585938	-39.539120
2368.652344	-39.571587
2411.718750	-39.438969
2454.785156	-39.519066
2497.851563	-39.465515
2540.917969	-38.526203
2583.984375	-39.196396
2627.050781	-42.833599
2670.117188	-42.348156
2713.183594	-40.659916
2756.250000	-37.328274
2799.316406	-37.192841
2842.382813	-39.054035
2885.449219	-39.959042
2928.515625	-42.499111
2971.582031	-43.764378
3014.648438	-43.501556
3057.714844	-43.823265
3100.781250	-45.174072
3143.847656	-44.552139
3186.914063	-43.218739
3229.980469	-42.697254
3273.046875	-43.229008
3316.113281	-44.121368
3359.179688	-46.063389
3402.246094	-46.975193
3445.312500	-46.120232
3488.378906	-44.784248
3531.445313	-44.173641
3574.511719	-43.841213
3617.578125	-43.118572
3660.644531	-41.471306
3703.710938	-40.970486
3746.777344	-40.989807
3789.843750	-41.672512
3832.910156	-40.574165
3875.976563	-41.463810
3919.042969	-41.935459
3962.109375	-42.527447
4005.175781	-41.627884
4048.242188	-41.122360
4091.308594	-39.639984
4134.375000	-37.320656
4177.441406	-35.451912
4220.507813	-36.143852
4263.574219	-37.416931
4306.640625	-38.040493
4349.707031	-38.973457
4392.773438	-40.138321
