주파수 (Hz)	레벨 (dB)
43.066406	-68.551147
86.132813	-69.374809
129.199219	-69.932762
172.265625	-67.305710
215.332031	-62.420250
258.398438	-64.890976
301.464844	-70.930908
344.531250	-67.547943
387.597656	-60.945961
430.664063	-51.228447
473.730469	-51.534328
516.796875	-62.882172
559.863281	-56.987301
602.929688	-57.412411
645.996094	-64.546463
689.062500	-66.159340
732.128906	-64.054276
775.195313	-60.219467
818.261719	-60.418522
861.328125	-64.338669
904.394531	-60.850292
947.460938	-60.213135
990.527344	-57.838753
1033.593750	-53.452206
1076.660156	-49.215347
1119.726563	-41.934372
1162.792969	-38.107391
1205.859375	-36.637852
1248.925781	-36.727364
1291.992188	-39.595097
1335.058594	-42.164757
1378.125000	-42.626415
1421.191406	-41.787327
1464.257813	-45.583389
1507.324219	-46.492439
1550.390625	-45.621769
1593.457031	-47.481915
1636.523438	-46.388981
1679.589844	-46.176319
1722.656250	-42.885536
1765.722656	-41.913219
1808.789063	-44.326744
1851.855469	-44.255634
1894.921875	-40.759209
1937.988281	-41.268040
1981.054688	-41.052528
2024.121094	-35.013454
2067.187500	-32.700645
2110.253906	-33.418476
2153.320313	-34.876530
2196.386719	-36.401516
2239.453125	-37.471058
2282.519531	-34.946674
2325.585938	-30.994259
2368.652344	-28.898275
2411.718750	-31.316525
2454.785156	-29.121365
2497.851563	-26.648981
2540.917969	-28.560928
2583.984375	-32.688866
2627.050781	-30.250771
2670.117188	-27.758627
2713.183594	-23.739103
2756.250000	-24.255363
2799.316406	-25.929674
2842.382813	-25.319357
2885.449219	-25.862835
2928.515625	-24.318718
2971.582031	-21.526630
3014.648438	-19.912441
3057.714844	-20.967216
3100.781250	-18.596870
3143.847656	-15.588248
3186.914063	-17.111288
3229.980469	-19.948280
3273.046875	-22.367151
3316.113281	-25.797850
3359.179688	-27.708260
3402.246094	-31.934336
3445.312500	-36.984463
3488.378906	-40.526222
3531.445313	-39.200554
3574.511719	-39.115837
3617.578125	-42.056728
3660.644531	-45.828487
3703.710938	-46.959393
3746.777344	-47.731068
3789.843750	-48.738972
3832.910156	-53.317867
3875.976563	-52.929207
3919.042969	-52.392200
3962.109375	-54.007301
4005.175781	-54.040352
4048.242188	-54.659107
4091.308594	-52.365005
4134.375000	-52.542225
4177.441406	-55.093384
4220.507813	-53.936752
4263.574219	-54.649609
4306.640625	-56.230228
4349.707031	-53.865574
4392.773438	-52.677094
4435.839844	-52.828896
4478.906250	-54.209015
4521.972656	-54.427578
4565.039063	-49.773018
4608.105469	-47.188274
4651.171875	-50.102310
4694.238281	-52.665039
4737.304688	-49.698582
4780.371094	-47.827274
4823.437500	-50.208790
4866.503906	-51.930752
4909.570313	-50.188202
4952.636719	-48.233608
4995.703125	-47.314747
5038.769531	-47.194824
5081.835938	-46.762428
5124.902344	-46.811653
5167.968750	-46.518253
5211.035156	-45.145363
5254.101563	-45.118008
5297.167969	-44.075237
5340.234375	-44.097122
5383.300781	-45.845963
5426.367188	-44.488453
5469.433594	-43.327248
5512.500000	-43.845047
5555.566406	-44.938873
5598.632813	-44.675907
5641.699219	-42.136093
5684.765625	-42.743523
5727.832031	-43.901142
5770.898438	-43.328907
5813.964844	-43.390766
5857.031250	-45.419815
5900.097656	-47.506889
5943.164063	-48.472630
5986.230469	-45.806534
6029.296875	-44.590122
6072.363281	-44.590153
6115.429688	-44.255886
6158.496094	-41.329628
6201.562500	-40.309620
6244.628906	-40.718086
6287.695313	-40.575474
6330.761719	-38.524925
6373.828125	-39.843639
6416.894531	-40.421982
6459.960938	-42.734718
6503.027344	-46.505817
6546.093750	-46.985474
6589.160156	-47.544083
6632.226563	-50.825176
6675.292969	-56.162079
6718.359375	-56.610222
6761.425781	-55.559917
6804.492188	-56.986023
6847.558594	-59.774799
6890.625000	-59.937023
6933.691406	-59.245773
6976.757813	-58.691685
7019.824219	-60.965553
7062.890625	-63.238544
7105.957031	-63.763142
7149.023438	-63.629734
7192.089844	-62.718346
7235.156250	-64.227753
7278.222656	-63.453396
7321.289063	-63.567387
7364.355469	-63.011726
7407.421875	-64.848091
7450.488281	-65.629669
7493.554688	-65.033310
7536.621094	-65.385826
7579.687500	-66.165344
7622.753906	-66.748726
7665.820313	-66.858208
7708.886719	-66.111824
7751.953125	-66.293991
7795.019531	-67.631699
7838.085938	-69.490044
7881.152344	-68.476410
7924.218750	-68.805313
7967.285156	-69.160942
8010.351563	-70.939247
8053.417969	-71.613503
8096.484375	-69.695671
8139.550781	-68.356606
8182.617188	-68.988640
8225.683594	-68.201942
8268.750000	-65.560318
8311.816406	-64.875519
8354.882813	-64.383255
8397.949219	-63.174370
8441.015625	-62.878876
8484.082031	-61.568249
8527.148438	-61.472755
8570.214844	-62.539165
8613.281250	-62.166744
8656.347656	-60.189095
8699.414063	-59.980633
8742.480469	-57.520153
8785.546875	-57.417847
8828.613281	-59.449936
8871.679688	-60.566666
8914.746094	-58.622932
8957.812500	-58.330662
9000.878906	-59.549175
9043.945313	-60.357765
9087.011719	-59.923813
9130.078125	-60.134064
9173.144531	-59.313221
9216.210938	-57.181446
9259.277344	-57.237450
9302.343750	-56.745438
9345.410156	-55.820587
9388.476563	-54.074242
9431.542969	-54.351234
9474.609375	-54.210831
